thscode,name,industry,pool,score,verdict,roe,gross_margin,net_margin,ocf_to_ni,debt_ratio,revenue_yoy,net_profit_yoy,pe_ttm,pb_mrq,market_cap_yi,price,change_pct,red_flags,yellow_flags,green_highlights,reason,high_leverage_note
600106.SH,重庆路桥,铁路公路,exclude,0,RED,0.022000000000000002,0.9109269999999999,1.00986,0.48362693999999995,0.247384,-0.0012843499999999999,-0.27592072,68.680158,1.099556,58.47710273,4.4,-0.9,ROE 仅 2.2%，低于 5% 资本回报红线;经营现金流/净利润仅 0.48，低于 0.5（严重盈利质量隐患）;净利同比下降 -27.6%，严重恶化;⚠️ 戴维斯双杀预警：营收下滑+净利下滑+PE>30，估值泡沫化,PE(TTM) 68.7 > 40 且无 20%+ 高增长支撑，估值偏贵;营收同比 -0.1%，负增长,高毛利率 91.1%，通常意味差异化/护城河;净利率 101.0%，出色的费用控制或定价权;资产负债率仅 24.7%，财务结构稳健,RED（红牌≥2 或综合分<4.5）,
600108.SH,亚盛集团,种植业,exclude,0,RED,0.0132,0.155413,0.013525,2.62948392,0.562851,0.011871020000000001,-0.40742016999999997,114.293159,1.405682,60.93844329,3.13,-1.26,ROE 仅 1.3%，低于 5% 资本回报红线;净利同比下降 -40.7%，严重恶化,毛利率 15.5%，低于 20%（弱护城河风险）;净利率 1.4%，低于 5%，价格敏感度高;资产负债率 56.3%，超过 50%，杠杆偏高;PE(TTM) 114.3 > 40 且无 20%+ 高增长支撑，估值偏贵,经营现金流/净利润 2.63，高含金量利润,RED（红牌≥2 或综合分<4.5）,
600109.SH,国金证券,证券Ⅱ,exclude,3.7,RED,0.0658,,0.270889,1.79805939,0.7602129999999999,0.26900961,0.3631869,13.41429,0.886453,320.14352822,8.64,-1.59,资产负债率 76.0%，超过 70% 高杠杆红线,ROE 6.6%，低于 10% 良好线;毛利率数据缺失,净利率 27.1%，出色的费用控制或定价权;经营现金流/净利润 1.80，高含金量利润;PE(TTM) 13.4 < 15，估值有一定吸引力;营收增长 26.9%，强成长;净利增长 36.3%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,1
600111.SH,北方稀土,小金属,exclude,1.2000000000000002,RED,0.09561,0.122073,0.067166,0.49521794,0.35885100000000003,0.29110831000000004,1.2416845600000002,56.317379,6.028058,1542.1870882,42.66,4,经营现金流/净利润仅 0.50，低于 0.5（严重盈利质量隐患）,ROE 9.6%，低于 10% 良好线;毛利率 12.2%，低于 20%（弱护城河风险）,营收增长 29.1%，强成长;净利增长 124.2%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
600113.SH,浙江东日,一般零售,exclude,1.5,RED,0.0588,0.36904200000000004,0.179021,0.47817505,0.242149,0.07056201,0.06943528,94.635145,5.193302,133.00758923,31.58,0.35,经营现金流/净利润仅 0.48，低于 0.5（严重盈利质量隐患）,ROE 5.9%，低于 10% 良好线;PE(TTM) 94.6 > 40 且无 20%+ 高增长支撑，估值偏贵,资产负债率仅 24.2%，财务结构稳健,RED（红牌≥2 或综合分<4.5）,
600114.SH,东睦股份,通用设备,watch,7.3,YELLOW,0.1764,0.251883,0.112857,1.87213471,0.47743699999999994,0.17392807000000002,0.34953251,34.465568,5.318044,189.5413198,30.02,2.49,,,经营现金流/净利润 1.87，高含金量利润;营收增长 17.4%，强成长;净利增长 35.0%，利润增长强劲,,
600115.SH,中国东航,航空机场,exclude,0,RED,-0.1681,0.052065,-0.013949,-23.233925290000002,0.866851,0.05919619,0.61358258,78.361518,5.529375,779.69710445,3.53,-1.12,ROE 仅 -16.8%，低于 5% 资本回报红线;经营现金流/净利润仅 -23.23，低于 0.5（严重盈利质量隐患）;资产负债率 86.7%，超过 70% 高杠杆红线,毛利率 5.2%，低于 20%（弱护城河风险）;净利率 -1.4%，低于 5%，价格敏感度高;PE(TTM) 78.4 > 40 且无 20%+ 高增长支撑，估值偏贵,净利增长 61.4%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
600116.SH,三峡水利,电力,exclude,1.4000000000000004,RED,0.038900000000000004,0.125406,0.040981,3.2031158699999995,0.544319,-0.0144078,0.40751318,25.976848,1.083005,122.75957444,6.42,-1.83,ROE 仅 3.9%，低于 5% 资本回报红线,毛利率 12.5%，低于 20%（弱护城河风险）;净利率 4.1%，低于 5%，价格敏感度高;资产负债率 54.4%，超过 50%，杠杆偏高;营收同比 -1.4%，负增长,经营现金流/净利润 3.20，高含金量利润;净利增长 40.8%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
600118.SH,中国卫星,航天装备Ⅱ,exclude,1.9000000000000004,RED,0.005600000000000001,0.088399,0.003941,10.21842973,0.38777500000000004,0.18354568000000002,0.27379431,4655.851228,12.496192,790.37573783,66.84,1.12,ROE 仅 0.6%，低于 5% 资本回报红线,毛利率 8.8%，低于 20%（弱护城河风险）;净利率 0.4%，低于 5%，价格敏感度高;PE(TTM) 4655.9 > 40 且无 20%+ 高增长支撑，估值偏贵,经营现金流/净利润 10.22，高含金量利润;营收增长 18.4%，强成长;净利增长 27.4%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
600120.SH,浙江东方,多元金融,exclude,2.8,RED,0.057999999999999996,0.610564,1.19208,0.8547870000000001,0.693334,-0.020422660000000002,-0.00178674,18.513669,1.045057,171.4521509,5.02,-0.99,,ROE 5.8%，低于 10% 良好线;资产负债率 69.3%，超过 50%，杠杆偏高;营收同比 -2.0%，负增长;净利同比 -0.2%，利润下滑,高毛利率 61.1%，通常意味差异化/护城河;净利率 119.2%，出色的费用控制或定价权,RED（红牌≥2 或综合分<4.5）,
600125.SH,铁龙物流,铁路公路,exclude,2.9000000000000004,RED,0.07016,0.088376,0.045328,1.31409179,0.259609,-0.1169028,0.37477901,13.150988,0.904381,70.88983776,5.43,-0.91,营收同比下降 -11.7%，大幅萎缩,ROE 7.0%，低于 10% 良好线;毛利率 8.8%，低于 20%（弱护城河风险）;净利率 4.5%，低于 5%，价格敏感度高,经营现金流/净利润 1.31，高含金量利润;资产负债率仅 26.0%，财务结构稳健;PE(TTM) 13.2 < 15，估值有一定吸引力;净利增长 37.5%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
600126.SH,杭钢股份,普钢,exclude,0,RED,0.0012,0.018167,0.000441,88.82946471999999,0.36875199999999997,-0.17808068,1.03843058,362.56568,1.282165,249.23655433,7.38,5.88,ROE 仅 0.1%，低于 5% 资本回报红线;营收同比下降 -17.8%，大幅萎缩,毛利率 1.8%，低于 20%（弱护城河风险）;净利率 0.0%，低于 5%，价格敏感度高;PE(TTM) 362.6 > 40 且无 20%+ 高增长支撑，估值偏贵,经营现金流/净利润 88.83，高含金量利润;净利增长 103.8%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
600128.SH,苏豪弘业,贸易Ⅱ,exclude,1,RED,0.0227,0.051299000000000004,0.009485,4.74132904,0.572928,0.08022865,0.44474296,35.440435,0.952783,20.56378379,8.17,-0.12,ROE 仅 2.3%，低于 5% 资本回报红线,毛利率 5.1%，低于 20%（弱护城河风险）;净利率 0.9%，低于 5%，价格敏感度高;资产负债率 57.3%，超过 50%，杠杆偏高,经营现金流/净利润 4.74，高含金量利润;净利增长 44.5%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
600129.SH,太极集团,中药Ⅱ,exclude,0,RED,0.0342,0.295897,0.011488,4.84269166,0.7473009999999999,-0.15226810999999998,3.52375039,84.061097,2.630095,93.85137509,17.02,2.47,ROE 仅 3.4%，低于 5% 资本回报红线;资产负债率 74.7%，超过 70% 高杠杆红线;营收同比下降 -15.2%，大幅萎缩,净利率 1.1%，低于 5%，价格敏感度高;PE(TTM) 84.1 > 40 且无 20%+ 高增长支撑，估值偏贵,经营现金流/净利润 4.84，高含金量利润;净利增长 352.4%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
600131.SH,国网信通,IT服务Ⅱ,exclude,3.5999999999999996,RED,0.08039999999999999,0.171649,0.063427,2.9631755600000003,0.5299090000000001,0.01993411,-0.19466749,28.411401,2.875167,186.37066866,15.57,-0.57,,ROE 8.0%，低于 10% 良好线;毛利率 17.2%，低于 20%（弱护城河风险）;资产负债率 53.0%，超过 50%，杠杆偏高;净利同比 -19.5%，利润下滑,经营现金流/净利润 2.96，高含金量利润,RED（红牌≥2 或综合分<4.5）,
600132.SH,重庆啤酒,非白酒,watch,5.5,YELLOW,0.8168000000000001,0.5087550000000001,0.168335,2.13193315,0.7324339999999999,0.00527657,0.10434663999999999,17.336492,11.338962,207.33326122,42.84,-0.76,资产负债率 73.2%，超过 70% 高杠杆红线,,高 ROE 81.7%，显示强护城河;高毛利率 50.9%，通常意味差异化/护城河;经营现金流/净利润 2.13，高含金量利润,,
600133.SH,东湖高新,环境治理,exclude,0,RED,0.030899999999999997,0.26244,0.08218299999999999,-0.50734082,0.49727499999999997,0.11366949999999999,-0.47700514,32.429294,0.986951,89.88402146,8.43,-0.94,ROE 仅 3.1%，低于 5% 资本回报红线;经营现金流/净利润仅 -0.51，低于 0.5（严重盈利质量隐患）;净利同比下降 -47.7%，严重恶化,,,RED（红牌≥2 或综合分<4.5）,
600137.SH,浪莎股份,服装家纺,watch,5.4,YELLOW,0.058899999999999994,0.249164,0.08290900000000001,2.26967985,0.235165,0.02651536,0.38108502,55.833432,3.056828,17.21723483,17.71,0,,ROE 5.9%，低于 10% 良好线;PE(TTM) 55.8 > 40 且无 20%+ 高增长支撑，估值偏贵,经营现金流/净利润 2.27，高含金量利润;资产负债率仅 23.5%，财务结构稳健;净利增长 38.1%，利润增长强劲,,
600138.SH,中青旅,旅游及景区,exclude,0,RED,0.0132,0.19825700000000002,0.014119999999999999,11.224202660000001,0.516165,0.13862917,-0.47951196,63.540159,0.810206,51.03072,7.05,-0.84,ROE 仅 1.3%，低于 5% 资本回报红线;净利同比下降 -48.0%，严重恶化,毛利率 19.8%，低于 20%（弱护城河风险）;净利率 1.4%，低于 5%，价格敏感度高;资产负债率 51.6%，超过 50%，杠杆偏高;PE(TTM) 63.5 > 40 且无 20%+ 高增长支撑，估值偏贵,经营现金流/净利润 11.22，高含金量利润,RED（红牌≥2 或综合分<4.5）,
600141.SH,兴发集团,农化制品,exclude,3,RED,0.0684,0.17956499999999997,0.055027,1.08265806,0.531064,0.03180083,-0.06827267,25.746388,1.480148,370.25604994,30.81,-0.29,,ROE 6.8%，低于 10% 良好线;毛利率 18.0%，低于 20%（弱护城河风险）;资产负债率 53.1%，超过 50%，杠杆偏高;净利同比 -6.8%，利润下滑,,RED（红牌≥2 或综合分<4.5）,
600143.SH,金发科技,塑料,exclude,3.4000000000000004,RED,0.062223,0.13328099999999998,0.012402999999999999,5.13487162,0.6458459999999999,0.08067482,0.39442231,33.693402,2.06375,407.14334114,15.23,-0.78,,ROE 6.2%，低于 10% 良好线;毛利率 13.3%，低于 20%（弱护城河风险）;净利率 1.2%，低于 5%，价格敏感度高;资产负债率 64.6%，超过 50%，杠杆偏高,经营现金流/净利润 5.13，高含金量利润;净利增长 39.4%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
600148.SH,长春一东,汽车零部件,exclude,1.2000000000000002,RED,0.024300000000000002,0.162194,0.027836,6.7438737500000006,0.50444,0.10989653,5.924688939999999,131.040976,4.492447,21.62371356,15.28,0.73,ROE 仅 2.4%，低于 5% 资本回报红线,毛利率 16.2%，低于 20%（弱护城河风险）;净利率 2.8%，低于 5%，价格敏感度高;资产负债率 50.4%，超过 50%，杠杆偏高;PE(TTM) 131.0 > 40 且无 20%+ 高增长支撑，估值偏贵,经营现金流/净利润 6.74，高含金量利润;净利增长 592.5%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
600149.SH,廊坊发展,电力,exclude,0,RED,0.0641,0.36835,0.190379,3.90897913,0.39919699999999997,-0.49500645,-0.81892279,114.833624,7.237661,18.475776,4.86,0,营收同比下降 -49.5%，大幅萎缩;净利同比下降 -81.9%，严重恶化;⚠️ 戴维斯双杀预警：营收下滑+净利下滑+PE>30，估值泡沫化,ROE 6.4%，低于 10% 良好线;PE(TTM) 114.8 > 40 且无 20%+ 高增长支撑，估值偏贵,经营现金流/净利润 3.91，高含金量利润,RED（红牌≥2 或综合分<4.5）,
600150.SH,中国船舶,航海装备Ⅱ,exclude,3.4000000000000004,RED,0.0736,0.125804,0.069174,0.9896097699999999,0.644248,0.13968532,0.8599965,22.2445,1.681784,2515.06263445,33.42,-1.07,,ROE 7.4%，低于 10% 良好线;毛利率 12.6%，低于 20%（弱护城河风险）;资产负债率 64.4%，超过 50%，杠杆偏高,净利增长 86.0%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
600155.SH,华创云信,证券Ⅱ,exclude,0,RED,0.0092,,0.009000000000000001,-11.68804339,0.643704,-0.06079532000000001,1.9471897100000002,51.506494,0.650526,130.15629765,5.88,-1.18,ROE 仅 0.9%，低于 5% 资本回报红线;经营现金流/净利润仅 -11.69，低于 0.5（严重盈利质量隐患）,毛利率数据缺失;净利率 0.9%，低于 5%，价格敏感度高;资产负债率 64.4%，超过 50%，杠杆偏高;PE(TTM) 51.5 > 40 且无 20%+ 高增长支撑，估值偏贵;营收同比 -6.1%，负增长,净利增长 194.7%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
600157.SH,永泰能源,电力,exclude,0,RED,0.004448,0.208134,0.017313000000000002,29.36740492,0.511997,-0.16007787,-0.8663165700000001,157.1255,0.734759,344.72067349,1.58,0,ROE 仅 0.4%，低于 5% 资本回报红线;营收同比下降 -16.0%，大幅萎缩;净利同比下降 -86.6%，严重恶化;⚠️ 戴维斯双杀预警：营收下滑+净利下滑+PE>30，估值泡沫化,净利率 1.7%，低于 5%，价格敏感度高;资产负债率 51.2%，超过 50%，杠杆偏高;PE(TTM) 157.1 > 40 且无 20%+ 高增长支撑，估值偏贵,经营现金流/净利润 29.37，高含金量利润,RED（红牌≥2 或综合分<4.5）,
600160.SH,巨化股份,化学制品,star,8,GREEN,0.1957,0.282328,0.160217,1.65482643,0.384781,0.10334896,0.9429183299999999,26.507229,5.092624,1100.68647722,40.77,-1.33,,,经营现金流/净利润 1.65，高含金量利润;净利增长 94.3%，利润增长强劲,,
600161.SH,天坛生物,生物制品,exclude,0.5,RED,0.0951,0.43851999999999997,0.241549,0.31053801,0.07639,0.022575249999999998,-0.29585415000000004,25.495887,2.090277,247.96237933,12.54,-1.8,经营现金流/净利润仅 0.31，低于 0.5（严重盈利质量隐患）;净利同比下降 -29.6%，严重恶化,ROE 9.5%，低于 10% 良好线,高毛利率 43.9%，通常意味差异化/护城河;净利率 24.2%，出色的费用控制或定价权;资产负债率仅 7.6%，财务结构稳健,RED（红牌≥2 或综合分<4.5）,
600163.SH,中闽能源,电力,watch,5.1,YELLOW,0.075039,0.544002,0.34712899999999997,3.8455722900000002,0.338996,-0.07691957,-0.19891694999999998,20.631636,1.313058,96.29160484,5.06,-3.07,,ROE 7.5%，低于 10% 良好线;营收同比 -7.7%，负增长;净利同比 -19.9%，利润下滑,高毛利率 54.4%，通常意味差异化/护城河;净利率 34.7%，出色的费用控制或定价权;经营现金流/净利润 3.85，高含金量利润,,
600166.SH,福田汽车,商用车,exclude,3.8,RED,0.0911,0.099718,0.020994000000000002,1.389178,0.696745,0.28407866,15.9329473,16.171595,1.436596,231.18809072,2.92,-2.01,,ROE 9.1%，低于 10% 良好线;毛利率 10.0%，低于 20%（弱护城河风险）;净利率 2.1%，低于 5%，价格敏感度高;资产负债率 69.7%，超过 50%，杠杆偏高,经营现金流/净利润 1.39，高含金量利润;营收增长 28.4%，强成长;净利增长 1593.3%，利润增长强劲,RED（红牌≥2 或综合分<4.5）,
600167.SH,联美控股,电力,watch,5.7,YELLOW,0.0639,0.319928,0.208976,1.7906377,0.291403,-0.07701598,0.04090887000000001,21.212354,1.063929,127.39791807,5.63,-1.4,,ROE 6.4%，低于 10% 良好线;营收同比 -7.7%，负增长,净利率 20.9%，出色的费用控制或定价权;经营现金流/净利润 1.79，高含金量利润;资产负债率仅 29.1%，财务结构稳健,,
600168.SH,武汉控股,环境治理,exclude,0,RED,0.0144,0.191192,0.022032,-2.26269823,0.6966249999999999,0.07601193,0.05305035,41.283611,0.801818,43.51081352,4.38,1.39,ROE 仅 1.4%，低于 5% 资本回报红线;经营现金流/净利润仅 -2.26，低于 0.5（严重盈利质量隐患）,毛利率 19.1%，低于 20%（弱护城河风险）;净利率 2.2%，低于 5%，价格敏感度高;资产负债率 69.7%，超过 50%，杠杆偏高;PE(TTM) 41.3 > 40 且无 20%+ 高增长支撑，估值偏贵,,RED（红牌≥2 或综合分<4.5）,
600170.SH,上海建工,房屋建设Ⅱ,exclude,0,RED,0.0216,0.10308099999999999,0.005021,5.302501250000001,0.860108,-0.31384047,-0.42928261999999995,14.16705,0.641504,200.82223821,2.26,-1.31,ROE 仅 2.2%，低于 5% 资本回报红线;资产负债率 86.0%，超过 70% 高杠杆红线;营收同比下降 -31.4%，大幅萎缩;净利同比下降 -42.9%，严重恶化,毛利率 10.3%，低于 20%（弱护城河风险）;净利率 0.5%，低于 5%，价格敏感度高,经营现金流/净利润 5.30，高含金量利润;PE(TTM) 14.2 < 15，估值有一定吸引力,RED（红牌≥2 或综合分<4.5）,
600171.SH,上海贝岭,半导体,exclude,2.4000000000000004,RED,0.0529,0.276094,0.074432,1.06539478,0.150287,0.12594939,-0.40276375000000003,74.767671,3.621457,164.68288329,23.23,0.52,净利同比下降 -40.3%，严重恶化,ROE 5.3%，低于 10% 良好线;PE(TTM) 74.8 > 40 且无 20%+ 高增长支撑，估值偏贵,资产负债率仅 15.0%，财务结构稳健,RED（红牌≥2 或综合分<4.5）,
600176.SH,中国巨石,玻璃玻纤,watch,6.5,YELLOW,0.10619999999999999,0.331183,0.180887,1.27851311,0.40413600000000005,0.19078819,0.34384947,46.491414,5.503686,1776.99239356,44.39,5.94,,PE(TTM) 46.5 > 40 且无 20%+ 高增长支撑，估值偏贵,经营现金流/净利润 1.28，高含金量利润;营收增长 19.1%，强成长;净利增长 34.4%，利润增长强劲,,
600177.SH,雅戈尔,服装家纺,exclude,1.7000000000000002,RED,0.0575,0.459046,0.209431,0.50417619,0.39927799999999997,-0.18370206,-0.11567492,14.272252,0.862888,366.17659864,7.92,0.76,营收同比下降 -18.4%，大幅萎缩,ROE 5.8%，低于 10% 良好线;经营现金流/净利润 0.50，低于 0.8（利润含金量存疑）;净利同比 -11.6%，利润下滑,高毛利率 45.9%，通常意味差异化/护城河;净利率 20.9%，出色的费用控制或定价权;PE(TTM) 14.3 < 15，估值有一定吸引力,RED（红牌≥2 或综合分<4.5）,
600179.SH,安通控股,航运港口,watch,6.5,YELLOW,0.096,0.187025,0.119637,1.99102701,0.243778,0.20278396999999998,0.7790392799999999,16.758773,1.520193,184.07142359,4.35,-5.02,,ROE 9.6%，低于 10% 良好线;毛利率 18.7%，低于 20%（弱护城河风险）,经营现金流/净利润 1.99，高含金量利润;资产负债率仅 24.4%，财务结构稳健;营收增长 20.3%，强成长;净利增长 77.9%，利润增长强劲,,
